,reviewId,rating,hum_testimony,testimony,itemId,userId
885,4977,5,pos,I'm very happy with my purchase. I bought one because my wife has one and is very happy with hers.,14,2252
886,4756,5,pos,"I love my Amazon Fire HD 8. It's not too small and not too big. I was looking at other tablets, and decided on the Amazon Fire HD 8 because of the price, and because I have Amazon Prime, I purchased it online at Best Buy, and then picked it up at the store on Black Friday. It is my first tablet, and so I wanted to start with one that I can have fun with, and I am. I do have a laptop for important things.",22,928
887,3924,5,pos,"It replaces my 6"" Fire Kindle. Love the HD quality.",5,591
888,3521,4,pos,"love the ease of use with tablet, have not had any issues",5,1570
889,4026,4,pos,Easy to use. Pretty user friendly. It is good value for the price,5,1718
890,3977,5,pos,We got this for our 9 yr old daughter and its perfect for her. There hasn't been any issue with the games and educational apps she uses.,5,3281
891,4910,5,pos,Great tablet for the money so cheap that I use it for a stand alone interface for my fish tank,14,1195
892,4819,4,pos,Nice tablet for my 8 year old daughter! Affordable! Charging battery can be frustrating at time. Normally have to hit power button to turn off and back on after you plug into outlet to charge or it will take many hours to charge. It is almost like it allows the tablet to reset to charge.,13,861
893,4761,1,neg,"The last 2 models of Kindle HDX 8 have been terrible. We have purchased 2 of each model of Kindle and up until the last 2 models, they have been great. Last years had to be replaced 7 or 8 times and for the same problem. The slot for the SD card is defective. I gave up and bought the newest model. It shuts completely down if you try to plug it in to external speakers and sometimes it shuts down for no reason. It's going back after the first of the year. This is going to be my last year for Kindles unless they make them the same quality as before. Phooey!",22,2991
894,2851,5,pos,I have not stopped reading on this amazon fire. Love it!!,4,736
895,3613,5,pos,i have had not issues with my purchase. i found a great cover for it on line on amazon and use it every night. thank you for your service.,5,2977
896,4934,5,pos,Smaller overall size with the same screen size of our older kindle fire. Faster processor.,14,240
897,3475,4,pos,Excellent product.Relable.Maximum speed.Fast downloading,5,2300
898,4205,5,pos,It does everything I need a table to do. And it is really fast..,5,3355
899,3838,4,pos,I bought this for my husband who is in a nursing home to be able to listen to music.. He loves it... And uses it every day for music and other things too.,5,510
900,2777,5,pos,"Easy to use, love the color and my daughter loves it. Easy to set up very happy with my purchase.",16,385
901,4193,4,pos,For the most part I like the tablet. Got it for my mother. The con is you have to use Amazon for apps.,5,995
902,2526,5,pos,This is a great beginner tablet for children. Bumper pad fantastic for protection from falls.,16,3178
903,4733,5,pos,"I bought this for a daughter, who would be taking this to school for BYOD. It's perfect size table offers, loads of amazon goodies if you are prime member. For our need, it was good enough, but one of the requirement was to have Google App support on this. Since this runs Fire OS, it's everything Amazon proprietary. There as ""howto"" on web on getting google play store and its app on this, but the integration with the device lacks upon those ""fixes"" from the articles on how to get Google app store working on this tablet. Since it would not be useful for her in school because of requirements for Google apps, we're returning it. Otherwise, Great tablet, but Fire OS restricts Google Apps.",22,3791
904,3590,5,pos,The kindle is great not only is it a reader its bascially a computer. It connects to the internet it takes pictures and has many other great features.,5,905
905,2861,5,pos,I bought this for my grandson and it hasn't disappointed me at all! He loves his tablet! I am looking at buying his sister one next!,16,1152
906,1876,5,pos,"This is a great tablet if you have reasonable expectations. And you should definitely pay the extra $20 (for a total of $69) and get the 16 GB tablet. Is it the fastest tablet out there? Definitely not. Does it quickly do all sorts of business spreadsheets applications, etc? No. Does it do everything that an i-pad etc can do? No. But at this price point it can't be beat. People say that you can't download chrome and the google playstore. They are WRONG. I have both on this tablet and my other fire, without rooting them. And with the ability to add a 128 GB card it's a no brainer if you want to play games, watch movies/tv, surf the net, email etc. I know there are a lot of people who dislike Amazon and their products, but I am obviously not one of them.",4,1991
907,3785,4,pos,"This is a great tablet for the price. Would give it 5 stars if it had included some sort of instruction manual. Otherwise, definitely recommend.",5,566
908,1989,5,pos,Got 2 of these for Christmas gifts for our grandsons & they love them!,7,2999
909,3621,5,pos,Can't believe I waited so long to get a real e-reader. So easy to read from.,5,2363
910,4069,5,pos,Great value for such a well made tablet. Everything you need for a low price,5,817
911,3581,5,pos,Perfect thing I needed to read books on and play my games,5,2774
912,2650,5,pos,My kids love their amazon kindles! They can take them anywhere and play on them! Great battery life!,7,2738
913,1738,4,neu,Have not used the product. This item was a gift and I have not yet received word on the product.,16,866
914,3775,4,pos,I am still learning all the different things I can do with the Kindle Fire. So far I like it.,5,3185
915,4171,5,pos,"Easy to use, responds quickly, great screen brightness.",5,103
916,3901,4,pos,"It worked really well for me as I am unschooled in ipads. I used it while traveling and it was easy to use and did the things I needed, i.e. maps, books downloaded, internet access, youtube, etc.. I don't play games, so cannot comment on that.",5,3656
917,4807,3,neg,meh. it works. i find it difficult to navigate. i also have an ipad mini. this seems to be less intuitive than the ipad.,13,3528
918,1709,5,pos,My brother told me about this product. I bought it for my son and he loves it.,16,2432
919,3691,5,pos,Excellent pick up during the Black Friday Sales. Not too big not to small. This tablet bundled up with Amazon Prime service is a great combo of inexpensive entertainment.,5,1001
920,3633,4,pos,"Great tablet for under $100. Does not have the highest specs, but gets the job done for lite tablet users.",5,21
921,2985,4,neg,"WISH the kindle fire (for kids) had better way to limit how many items you can download at once. Most kids do not understand that clicking on a bunch of pictures will download that game/program, which is CLOG download times. Needs a better way to remove unwanted items, rather than clicking.. and clicking on every item. Speed and performance is pretty good for a tablet. App store is great and has many items.",16,2429
922,3709,5,pos,This replaced my old original kindle fire. What a great upgrade.,5,2031
923,3474,5,pos,"This tablet is the best you can buy for the money. Great apps, great picture.",5,401
924,2873,5,pos,Gift for great nephew. Have 2 that are 5 and 6 y/o. Both love these tablets because each got one. Play with them as much as Mom allows.,16,344
925,2703,5,pos,So much better than the original one I had. I would definitely buy another one.,4,3703
926,2797,5,pos,The protective rubber guard works so well. Easy parental controls,16,896
927,1890,5,pos,I bought these as a starter online browser. It is a very portable pad . Great price.,10,1100
928,2446,5,pos,I bought it for my 2 year old and he loves it. It's easy to use and the perfect size for his hands.,7,2352
929,3431,4,pos,"I was looking for and cost effective solution to satisfy my childrens desires to have there own SmartPhone to play Games.I like the Parental controls, to limit certain actions and downloads.",5,2510
930,2133,4,pos,Is good for the kids The only thing is I have to get a SD Card for more memory,7,2822
931,2453,5,pos,My son is 4 and he loves it. Super easy to use for kids.,7,1589
932,2670,5,pos,Like it better then the nabi jr. More like a real tablet. Actually it is with the extra protective case,16,483
933,3860,5,pos,"For under $100 this 8"" tablet is a bargain. I do all I want on it like; check email, Facebook, Twitter, watch YouTube, read books, and shop on eBay or Amazon. I've been very pleased with my purchase.",5,1330
934,3797,5,pos,Bought it for my 89 year old mom. She has enjoyed reading on it. Easy to use,5,189
935,2857,5,pos,Hey we bought this for our 2 year old grandson and he loves it. Very easy to use and very durable!,7,2414
936,2888,5,pos,This product was purchased for my Grandson. He had a fire 6. He however loves the HD 8. He uses it for music & gaming mostly. Great electronic device.,6,1680
937,3780,5,pos,"Purchased this for my wife during Christmas and got a great deal on it. Compared to the older version that she has this model is faster, brighter, and more convenient with Alexa. I would recommend this product looking for a tablet with lots of features packed in it.",5,410
938,2264,4,neu,"My 3yo is quite rough with stuff, as most are. And the case that comes with it is great!!",7,1596
939,2875,5,pos,"I purchase 2 on Super Bowl Sunday for my 5 & 7 year old birthday. It was the perfect gift, because the 2 love their gift. The tablets was for a girl and a boy, so I purchase a pink & a blue. The tablet is very child proof.",16,517
940,2746,5,pos,i have had not issues with my purchase. i found a great cover for it on line on amazon and use it every night. thank you for your service.,10,2977
941,2719,5,neu,This tablet has many educational games for a preschooler.,7,782
942,3215,5,pos,I love my original Kindle Fire but the size and features on the latest Kindle are a plus,8,2009
943,1651,4,pos,We love this table for our 5 y.o. It gives him the sense of independence he wants and me the sense of calmness knowing I can control what he gets on and how long he can spend in screen time!,16,223
944,2170,5,pos,Wanted a tablet that would fit in my purse. Very easy to use. Would buy again.,4,2480
945,2025,5,pos,"I love that you can read books as well as play games with this tablet. I bought 2 of them for my little boy and girl. We just charge them up and let them play with them in the car on road trips. They are quite!!! The only thing is, I wish they would have a section of games that can be played without wifi. Some of the apps need wifi to run and some do not. Overall though, I love this tablet!",7,1980
946,4916,5,pos,"Got it for the kids and they love it. I am also a prime member as well there are so many great things for members, movies, apps, games and shows that are free. If you are looking for a simple tablet to help occupy some free time look into one.",14,2046
947,1985,5,pos,"When you can get this thing on sale it's an amazing deal. Have all of your Amazon features right in your face. Books, Manga, Gaming, Amazon. It's easy to hold, has amazing battery life and has a pretty decent screen. Sure the Galaxy tablets have better specs, but it's the price and features you get from Amazon that make this device amazing!",6,3338
948,3751,2,neg,"I think I downloaded 6 new apps. I wait to surf the web. This thing is so slow to respond. My old refurbished iPad is better. I really only bought it to stream Hulu and Netflix. I'm not excited about lighting up the home screen to find advertisements every day, but I guess you get what you pay for. I wanted inexpensive, I got it! Don't buy this if you are used to using quick responding electronics.",5,2788
949,3712,4,pos,I am very pleased with my purchase the tablet is a great project is there a product is very versatile,5,683
950,1747,5,pos,Very satisfied with this purchase my grandson loved it,16,1938
951,2332,5,neu,I got this because it is almost impossible to break,16,1005
952,4973,4,pos,Got this for my grandson 7 yrs old - perfect size.,14,3640
953,3427,5,pos,I have had a few kindle's in the past so this was nothing new for me but what I loved about this one is that the screen is big so when I am reading a book it's a lot easier than when I had the first kindle screen. I mostly use it just for the reading but being able to navigate the internet on it is great for when I want to look something up about the book real quick or if you want to search reviews on a book before purchasing. I love it!,5,2845
954,1974,5,pos,"Ok so when i got this tablet i was not expecting to much from it but now that i have used it...its AMAZING. PROS.their is no lag at all when play high graphic games, pretty easy to use, very fast speedCONS. in my opinion their is only 2 things that drive me insane the screen feels like plastic very uncomfortable and the camera is not the best but it is good for everyday life photos.OVERALL GET THIS TABLET BETTER Deal then the galaxy tab s2",4,2609
955,3903,5,neu,Much better screen resolution than my 7 inch fire.,5,1718
956,4881,4,neg,It's great to some extent but I was expecting more. It's unfortunate that it does not work with lots of apps. Perhaps I'm not using them correctly. I'm still learning.,15,2073
957,1575,5,pos,"For the money I highly recommended it. It is great when linked to Netflix, Disney Movies, etc",4,3303
958,2732,5,pos,I am pleasantly surprised at how well this works. I bought the e reader and it didn't work so I was nervous buying this kindle. But it works great and my son loves it!,4,1644
959,1618,5,pos,I love this tablet. I got one for each one of the kids all different ages and they all love it.,16,1492
960,3773,5,pos,Up and coming new technology helps everyone to enjoy life more greatly,5,337
961,4197,4,pos,"My 6 yr old daughter got this tablet from Santa for Christmas. So far she loves it, a little too much perhaps.. I only use it to manage her account/permissions and so far haven't had any issues with it.. Software and HW not quite as refined as apple iPad products, but what can you expect at the lower price point.",5,353
962,3252,5,pos,"I've had the first kindle fire, I love the tablet.Why because it's bigger",8,3708
963,2508,5,pos,It was easy to set up and use. Best Buy employees were a huge help teaching me about the many features.,6,412
964,2723,5,pos,I wanted a lighted ebook reader and also access to the internet in a small format. The Fire meets my needs at a great price.,4,550
965,2809,5,pos,My grandson loved this. He is 4 and it was perfect.,7,638
966,3275,5,pos,"The Amazon fire HD10 is one of the best deals on the market. I've had a IPad and would rather have the HD10! It's what-1/3 of the price of a IPad and just as good, if not better",8,3514
967,3863,4,pos,It's actually a very good product for a decent price. Not lightning fast but it is okay for everyday use.,5,538
968,4128,4,pos,The tablet works just great and the price can't be beat!,5,1356
969,1576,5,pos,"I got this for my daughter, she enjoy playing this",7,1026
970,3340,5,pos,Easy to set up. Good size tablet. Like the addition of Alexa,8,946
971,1729,5,pos,I personally like the old shape ( more square ) of the kindle better. I use to have a 8 inch and loved it until my grandkids dropped it and now it doesn't work any more.,16,2179
972,2063,2,neu,"My 5 year old dropped this from a standing position (about a foot off the ground) and it busted. I had to use the BB warranty to replace it the day after purchase for a fall that the tablet should've been able to handle that is designed for kids. I'm happy with the apps, but definitely not thrilled with the lack of protection that is designed for kids.",16,1436
973,4980,4,pos,Bought this tablet after a cheaper model quit working. I found all my cloud items already available being Prime Member.,14,1919
974,1687,3,pos,"Overall it is a good tablet, but I am not a fan of the limitations of the silk browser and Amazon app store.",4,1985
975,3532,4,pos,"good for beginners play games ,take picture and recording videos old the time",5,3310
976,1867,5,pos,For two girls that love to play games and take with them,16,1812
977,2975,5,pos,"This tablet is great, and it has a good battery life. I'd recommend for people who love to read.",10,148
978,3514,5,pos,"Love it, easy to operate. Very reasonable price - on sale.",5,2892
979,2343,3,pos,"It's great for beginners, like children, but very limiting for me. I can't use many apps because it doesn't allow me to use the Google play store.",4,1310
980,2207,5,pos,Leapfrog is a great learning tool for preschoolers and beyond my grandson loves it,7,99
981,3492,5,pos,"I love to read! Books,books, books and more books.",5,2260
982,1663,4,pos,Purchased this tablet for a gift..They love it. Easy to use.,6,1795
983,4109,5,pos,This tablet is really easy to use and since I'm a Amazon Prime member the video's and music is easy to access. I'm really surprised how fast the unit compared to my older i-pad. I would recommend this if anyone wants a good value product.,5,1162
984,3443,4,pos,Improved over the HD 7. Things set up differently but not hard to learn. Also a bit heavier than the 7 so reading in bed a little harder,5,1978
985,1827,5,pos,What impressed me the most was the amount of free kids apps that you get with the Kindle. These are easy to use in both size and software.,16,3563
986,2172,4,pos,"Not the fanciest tablet, but it definitely gets the job done! Bought as a gift for a friend that wanted an e-reader and he loves it!",4,3052
987,3892,5,pos,"I bought this as a cheap alternative to an old, slow, iPad 2, until I could spring for the iPad Pro. Got it as a Black Friday deal, so it was more than worth it. Was able to add some missing apps that make it even better than I thought it could be, and having Amazon Prime makes it an inexpensive and handy media device. I carry it in my bag at all times without having to worry about it's value. Can't beat it for the price.",5,2922
988,3631,4,pos,The tablet was a good gift for Christmas. I bought it on black Friday for a cheap price,5,92
989,4033,4,pos,"There's different things my daughter can do,on it, plus I can read on it as well.",5,3760
990,4145,4,neg,Amazon MayDay functionality is not available and this was unexpected. Other services and functionality as expected,5,3777
991,2226,5,pos,I love this this memory card. The price was good ty,16,3749
992,3637,5,pos,Great tablet for my childthis tablet was just everything that I need it for my child,5,3526
993,3856,5,pos,Great tablet and price. Ordering online easy. Not happy took so long to receive though.,5,1504
994,3679,4,pos,"Runs Great, very efficient for what we use it for.",5,974
995,2581,5,pos,"I bought this device recently for my daughter, she likes it very much. She learning new things. I also gifted this device to my friends Son.",7,1487
996,4815,5,pos,This is my 2nd tablet. Kindle Fire hd 8 reviewed throughly elsewhere many times for its solid performance for money. I mainly wanna talk about excellent buying experience at local best buy. It was not in Stock but employee we extra miles to locate the stock somewhe re but I like my local store much so ended up ordering there. Keep up the good work !. Very pleasant buying experience.,13,278
997,2128,5,pos,Easy to use for children. Multiple color tablet covers.,16,2755
998,3986,5,pos,It was great and great for the kids and adults thanks,5,3008
999,1831,4,neu,"I am an ""old"" traditionalist and have always read from paper or hard back books. Now I don't lose what page I was on and have more shelf space where books used to be.",4,2463
1000,1735,1,neg,"The last 2 models of Kindle HDX 8 have been terrible. We have purchased 2 of each model of Kindle and up until the last 2 models, they have been great. Last years had to be replaced 7 or 8 times and for the same problem. The slot for the SD card is defective. I gave up and bought the newest model. It shuts completely down if you try to plug it in to external speakers and sometimes it shuts down for no reason. It's going back after the first of the year. This is going to be my last year for Kindles unless they make them the same quality as before. Phooey!",6,2991
1001,2852,4,pos,We bought three including one for my 2 year old. We all love it! The only complaint is the volume. There is one speaker and so the sound is obviously lower than most other tablets with two speakers. It doesn't bother us too much but that's why we give it 4/5 stars. Overall a great tablet.,4,1836
1002,4017,4,pos,"For its price, this a great little tablet. It does have limitations on what it can do and what apps are available for use with it which is the only reason I gave it 4 rather than 5 stars. Hopefully Amazon will allow it to perform better soon.",5,2701
1003,2463,4,pos,I purchased this tablet for my 3 year old and he loves it! Very easy to use and setup.,16,1256
1004,4160,4,pos,Got this for the kids for Xmas...was the BEST gift.,5,1858
1005,3262,5,pos,Great table does everything that i need it for. Great resolution and screen for reading books,8,3024
1006,4154,5,pos,Really enjoy this product. Love watching movies and playing games on my Fire HD 8,5,3548
1007,1911,5,pos,Good for smaller kids that cannot play or get to play on Xbox games with 7 other Siblings,7,2058
1008,1615,4,pos,"Quite light, easy to conceal, easy to use and quite quick.",4,2326
1009,2273,4,pos,"My granddaughter loves this system. It is easy for her to hold, and she loves to play games on it.",7,1738
1010,2339,5,pos,"I previously purchased two of these for two other grandkids and they just love them and so does mom. She can set time limits, can limit access, and much more. Plus it comes with a two year guarantee , if the child breaks it, they will replace it. Did I mention that there is a sd expansion card slot to increase the storage capacity. These grandkids are 4 to 8 in age, but older kids would enjoy this also.",16,1162
1011,2541,4,pos,My grandson really enjoys his new Kindle that he for for a Christmas present.,16,3018
1012,2099,5,pos,I purchased this tablet for a 6 yr old and it is very easy for him to use.,16,2936
1013,3504,5,pos,You can do some many things and the best part apps for free on Amazon underground!,5,3617
1014,2487,5,pos,It has been a great product for our son. Easy to use and excellent for learning and playing games. Video quality is very good as well.,16,3096
1015,4955,4,pos,Great tablet for many uses. Purchased mainly for reading but have used it multiple times just browsing the web and social media.,14,1888
1016,1730,5,neu,"This is great for kids, my 3yr old uses and it has fallen and the cover really protects it. The kids section is filled with lots of apps",16,2422
1017,3560,4,pos,Works very well. Easy to carry around & connect to wifi.,5,3504
1018,4887,5,pos,"It is amazing that you can get this much tech for such a low price. This thing does everything I need, and it's so much faster than my old Kindle.",13,3796
1019,2679,2,neg,I bought this tablet for my son and I don't like it. The touch screen is very poor quality. It's hard to move things around on it when he is playing a game. He prefers my iPad than to use his own. I know the iPad quality is probably the best quality but it's way under that! Very frustrating. Will be returning it.,16,2592
1020,1978,5,pos,This is a great tablet. Great for the price. Very fast and easy to use.,4,3551
1021,3564,3,pos,"The tablet works fine. It is responsive with good resolution. It is too tied to Amazon. It requires too many hoops to get apps such as Zinio to work. Until Amazon loosens its grip, I recommend only at a very good price.",5,1902
1022,3574,4,pos,"My Dad, retired Vietnam veteran, received this as a gift and he Loves it so much. Very user friendly and great quality for the price.",5,639
1023,3764,5,pos,This is a great tablet for the price! I bought it to replace my iPad mini. Great for ereading and general browsing.,5,3742
1024,1728,4,pos,Used it for watching television shows. The picture was clear and the audio was decent for the location of the speakers.,6,843
1025,3719,5,pos,It is awesome play pokemon and clash use silk its awesome great present,5,2446
1026,4891,5,pos,"Got for my aunt for her first tablet. It has been user friendly for her, she yours it mostly for reading",15,2388
1027,2100,5,pos,The kindle is great not only is it a reader its bascially a computer. It connects to the internet it takes pictures and has many other great features.,10,905
1028,2286,5,pos,My granddaughter loves it. It was a perfect gift for her long airplane trip.,7,1760
1029,1765,4,pos,Purchased mainly to use travelling so haven't really had the opportunity to give it a fair road test at this point. It was advertised as capable of downloading movies and books so you can watch/read while travelling without burning through your data or being hit with data roaming fees or having to purchase wifi during flights.,10,1579
1030,2310,5,pos,My grandson takes it on trips and he loves it. It's easy to use.,7,3471
1031,3742,5,pos,"very satisfied with tablet, very fast and efficient",5,2150
1032,1999,5,neg,Purchased this for 6 year old boy and couldn't be happier,4,1718
1033,2202,5,pos,I bought these for my five and six-year-olds and they love the games and educational apps that come with it loaded from Amazon prime for free for a whole year. Great value for the money I will be referring this product to all of my friends.,16,2773
1034,2129,5,pos,"We purchased this Amazon Fire - Kids Edition for my 3 year-old granddaughter. Could not have made a better choice! She was up and running in no time and absolutely loves it.In fact, when my wife (who has an older model Fire tablet) started playing with it, she was so impressed with its capabilities that she now wants one for herself.Very pleased with our purchase!",16,3369
1035,2036,5,neu,Bought this fire for my wife to replace one which got accidently broken.great,4,439
1036,2731,5,pos,It was all that my grandson wanted and didn't have to search everywhere to find it.,4,1043
1037,4004,4,pos,nice reader. almost perfect for what i want/need. good bargain,5,1294
1038,2770,5,neg,"I was worried that my son wasnt going to like the software, but he's having lots of fun with it",4,632
1039,2079,4,pos,The table is great just to experience what is available on a tablet without a hugh expense. I would recommend to others.,4,184
1040,3595,5,pos,"This is my second Kindle and I love it. It's lightweight, simple, and fast. It's convenient for trips and fits in my bag without weighing it down.",5,2786
1041,4888,5,pos,"Awesome and best e-book reader. I love the smooth page translations, bedtime shade and perfect hand held device. Kindle Fire has took their e reader to the next level. Great apps, music, and storage expansion for the price.",15,2192
1042,2637,5,pos,I love the amazon fire kids edition. It has lots of fun apps for kids.,16,234
1043,1616,5,pos,My granddaughter loved it. She used it for her school work.,4,2038
1044,2585,5,pos,We bought the fire for my 85 yr old aunt. She loves it!! Easy to use,4,3338
1045,2429,5,neu,It is a great tablet believe it or not it is also great for kids use parental controls.,4,543
1046,1802,5,pos,Great for my 7 year old she loves it!!! Great price and great product!!!,16,457
1047,1767,5,pos,She has dropped it a few times and the case is just great,16,1496
1048,3602,4,pos,"My nephews love to play with my phone. Now as anyone who has been around small humans knows they have an astounding ability to perpetually have something sticky on their hands. However, if its a rare case where they don't they will probably drop the device from the lack of said stickum. The kindel has come to my rescue as it has everything they need to be entertained. And best of all it lacks the anxiety inducing price tag for that moment when the kids demonstrate Murphy's law in action.",5,3011
1049,2289,5,pos,Good set of apps available and it is robust enough for the kids to abuse.,16,890
1050,2178,4,pos,"This is a nice little tablet, for me since I don't do a lot on a tablet, it's a great size. It took a little getting use to working with, but am a little more comfortable with it now.",4,408
1051,4078,5,pos,Love my new Kindle Fire - easy to use - the battery life is amazing!!,5,733
1052,3212,5,pos,"This was an Xmas gift for my wife. She had wanted a pad of some sort but I just couldn't afford an Ipad so I looked at the Fire as an alternative. First the screen size was just what I wanted. Second the price was very reasonable. Third it had functions and capabilities that were suitable for my wife's skills and needs. She absolutely loves it and I actually got a compliment on my present giving. That don't happen very often let me tell you. I will recommend this she's pleased I'm pleased what else do you need? My son was able to piggyback off of this gift, and purchased her the cover to go with it. So it really worked for my family. And I made my wife happy .",8,2785
1053,2833,5,pos,I have enjoyed using the Fire HD. It is fast and easy to use. I also appreciate all the things it will do.,10,2221
1054,3755,5,pos,Great gift easy to use and she loves being able to take it anywhere,5,3380
1055,1774,4,pos,Will definitely keep buying Kindle fire from Best buy,4,1324
1056,1644,5,pos,My niece loves this tablet! She will not put it down!,16,1340
1057,4202,5,pos,Nice product for the price. It does what we need it to do. Easy to use and handy to have with you instead of a heavy laptop.,5,88
1058,2350,1,neu,"Bought this mostly as a backup.and to read a few books, since I have a larger cell phone and a back up. Used it occasionally may 40 or 50 hours of use till this week when I sent my laptop in for repairs. so I probably used it a tot this week. I was watching my 3rd Primetime video this week and it simply turned off. It will not turn on using any power trick such as safe mode. It is gone, It is toast. Bought it October 11, 2016 , It quit on February 9, 2015. My old Fire lasted 4 or 5 years with more use. it had stereo speakers, lasted a week on a charge not 2 or 3 days.Sturdier built. This is full of junk, I am not just offered more apps, it is constantly trying to add them. JUNK JUNK JUNK",6,2167
1059,3452,4,pos,This tablet is easy to use and great for a new user.,5,2319
1060,3713,5,pos,"We own an ipad,samsug tablets and we have both love are fire8's wave better.",5,1576
1061,3316,4,pos,Love Amazon however their tablet limits you to using their browser and their apps. Go online and you can get around them and download google and the playstore. Made my Fire into regular android tablet. Much happier now.,8,138
1062,2433,5,pos,My daughter like her tablet it's so simple to use.,16,1070
1063,2734,5,pos,I love my new Amazon Fire! I was very easy to use..,4,447
1064,4180,5,pos,Wife loves this thing. She reads nonstop on it. She can't put it down,5,646
1065,4988,5,pos,This tablet is so great for school children to play and learn on.,14,1443
1066,4957,5,neu,Killer tablet for the price. No issues running any apps or programs.,14,3491
1067,2071,4,pos,"I'm a Windows person & this is not Windows. I'm still learning. I am happy with the size as it fits easily in to my purse, but I HATE touch items - I always seem to touch the wrong area (like spelling something, I go for a letter & get one of the letters next to - so it slows down my typing - one of the reasons I don't have a smartphone). All in all it's pretty good. I guess I would recommend it because it's the way this world is turning. However, they don't make a glass protective screen cover - only plastic.",6,2269
1068,3247,5,pos,like better than the 7 inch Kindle better to read.,8,1583
1069,2704,4,neg,"Battery life isn't great, but overall for what I paid it is a good tablet for my kids. I did inadvertently purchase the wrong color and when I returned to the store to exchange it, the store mgr was a bit of a jerk and would not allow me to do so, despite being Elite Plus and being under 45 days. That aside it's a good tablet, but I was very disappointed in the customer service issue.",16,1640
1070,1683,5,pos,After reading the reviews and also seeing in the description that this has a 2 year unconditional warranty we were sold. Our child loves this tablet and he's dropped it many times with no damage. The thick padded case really does work wonders for this.,16,3123
1071,3685,5,pos,"This was one of the best birthday presents, I ever purchased for my husband. He said he doesn't use the computer, but he was on my smartphone daily viewing FB. I got him a drone for Christmas and he needed something to view, while it is flying. I researched the Kindle Fire and thought he could practice with it until spring. He farms, so isn't busy in the winter. Thank goodness, because he is busy with his Kindle for hours every day. He thinks it is great and I do too, because now I have my phone back.",5,745
1072,3563,5,pos,I gave my husband this tablet for Christmas. He is very pleased with the product. He likes it much better than the last tablet that I purchased him 3 years ago. He highly recommends the product.,5,3620
1073,2125,4,neg,I bought this as a way to easily read while on the go. I'm disappointed as it's really too big too easily carry around. I've discovered it's not all that easy to use it for reading purposes,10,3399
1074,2389,4,neg,"Not very user friendly, in addition the camera exposure is not sharp enough. However a great tablet for a child to play with.",16,2137
1075,2520,3,neu,No instructions. Either paper or electronic. How do I transfer apps & data from old kindle to new one 9,4,1006
1076,4808,5,pos,This was a Christmas present. The person that received it was very happy with it.. She has other Kindles but this new one is an obvious improvement over the previous ones.,15,3776
1077,3772,5,pos,Bought it for my wife she loves it and I would but one for my self too,5,881
1078,1832,4,pos,BOUGHT FOR 3 YEAR OLD GRANDAUGHTER. SHE LOVES IT AND NOW SHE WON'T NEED TO STEAL MOMS TABLET OR PHONE.,16,582
1079,1881,3,pos,I absolutely love how u. An switch from dif accounts,16,742
1080,3962,5,neu,Replaced my hd fire 7 because broke screed. Very pleased with the large screen.,5,2782
1081,2421,5,pos,Plan to buy a second a second Amazon Kindle for a hi e year old.,7,1475
1082,3667,5,pos,"I have the HD 7 and an HDX 7, and the 8 outperforms them both. If you are an Amazon fan of the eco system, this is a must. The screen is bright and crisp. The processor performs very well with the latest software update. I love it.",5,629
1083,4759,5,pos,"easy to use. nice sides and easy to read ,, also very easy to load",22,2929
1084,2287,5,pos,I love that this tablet came preloaded. All we needed to do was charge it and my child had access to many books at an appropriate level.,16,1499
1085,1639,4,pos,"This is great if you have two kids and want to give them a tablet to play with. My problem is that my child is dyslexic and this is the lowest level reader that currently supports audible.com... that is the hardware supports audible. In order for my child to use audible I had to disable all of the family features and try to turn it into a reader... I was sad because there are lots of great family features that I had to disable.I did not use geek squad, I reached out directly to kindle support. Pre-sales, they could not tell me the difference between the free and paid family packages. I had to get to a senior person to help me figure be out why audible did not work and the to disable the family features ... even then, I could not disable the Alexa app. My child has full access to Alexa and the rights to turn on shopping.... kind of scary.So my disappointment is that Amazon does not make a kid friendly kindle that we can have audible.com on for my child's learning disability.",16,2276
1086,2959,4,pos,This tablet is great and easy to use. Great way to keep the kids entertain.,10,2665
1087,2964,5,pos,Great upgrade/replacement. No problems with it at all.,4,504
1088,2677,5,pos,My daughter loves this tablet. She cant keep her hands off it...,7,900
1089,1694,5,pos,Great tablet for reading and game play. Color is great.,4,1998
1090,3787,5,pos,Easy to use and great selection of books movies and games.,5,807
1091,3761,5,pos,"I bought this as a present for a friend, and he uses it all the time. The HD screen is crystal clear, and this tablet competes well with the bigger names.",5,2131
1092,2412,3,pos,The tablet is for my son who is 2. That being said I noticed blotches on the screen. Never returned it due to it not making a difference to my son. I will have to upgrade him in question few years anyway. The bumper is amazing.,16,2497
1093,3464,5,neu,my grandson-8-loves this --the games and the books!,5,1157
1094,3704,5,pos,i bought this on a whim because my brother recommended i try it sometimes. hard to believe how important this is in my life. this has opened up my long forgotten youth with music and videos anytime,5,2576
1095,2461,4,pos,Bought this for all four of my children and they loved it.,4,462
1096,2930,5,pos,"I was pleasantly surprised to see the Kindle for sale IN the store!! I love my Kindle, especially since I was able to expand the memory! I love that it's portable, to be honest, when given the choice, I find my self on my Kindle over my laptop.The only thing I can complain about, is why in the world Amazon choose s to make it nearly a miracle to find a case for its most popular model?????If you don't have a Kindle, you don't know what your missing!!",4,3555
